ENTITY,NAME,PUBLIC,PUBLIC NAME,CATEGORY,SHARED,FIELD NAME,FIELD LABEL,FIELD TYPE,ENUM VALUES,MANDATORY,FOREIGN KEY,ALLOW EDIT,ALLOW EDIT ON CREATE,ORIGIN FIELD,ORIGIN TABLE
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,GiroTypeProjInvoice,On a project invoice,Enum,0-None | 1-FIK 65 | 2-BBS | 3-Blue slip | 4-Red slip | 5-FIK 762 | 6-Orange slip | 7-S101 | 8-S102 | 9-Finnish | 10-FIK 751 | 11-FIK 752,No,No,Yes,Yes,GiroTypeProjInvoice,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,GiroTypeAccountStatement,Associated payment attachment on account statement,Enum,0-None | 1-FIK 65 | 2-BBS | 3-Blue slip | 4-Red slip | 5-FIK 762 | 6-Orange slip | 7-S101 | 8-S102 | 9-Finnish | 10-FIK 751 | 11-FIK 752,No,No,Yes,Yes,GiroTypeAccountStatement,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,DeliveryFreightZone,UPS zone,String (10),,No,No,Yes,Yes,FreightZone,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,DeliveryTerms,Delivery terms,String (10),,No,No,Yes,Yes,DlvTerm,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,DeliveryMode,Mode of delivery,String (10),,No,No,Yes,Yes,DlvMode,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,DeliveryReason,Delivery reason,String (10),,No,No,Yes,Yes,DlvReason,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,DestinationCode,Destination code,String (10),,No,No,Yes,Yes,DestinationCodeId,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,ReceiptCalendar,Receipt calendar,String (10),,No,No,Yes,Yes,SalesCalendarId,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,IsFuelSurchargeApplied,Charge fuel surcharge,Enum,0-No | 1-Yes,No,No,Yes,Yes,ShipCarrierFuelSurcharge,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,SalesTaxGroup,Sales tax group,String (10),,No,No,Yes,Yes,TaxGroup,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,TaxExemptNumber,Tax exempt number,String (20),,No,No,Yes,Yes,VATNum,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,IsSalesTaxIncludedInPrices,Prices include sales tax,Enum,0-No | 1-Yes,No,No,Yes,Yes,InclTax,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PackingDutyLicense,Packing duty license number,String (20),,No,No,Yes,Yes,TaxLicenseNum,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,FiscalCode,Fiscal code,String (16),,No,No,Yes,Yes,FiscalCode,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PackingMaterialFeeLicenseNumber,License number,String (20),,No,No,Yes,Yes,PackMaterialFeeLicenseNum,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,IsElectronicInvoice,eInvoice,Enum,0-No | 1-Yes,No,No,Yes,Yes,EInvoice,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,ElectronicInvoiceEAN,EAN,String (13),,No,No,Yes,Yes,EinvoiceEANNum,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,IsFreightAccrued,Freight accrual,Enum,0-No | 1-Yes,No,No,Yes,Yes,PdsFreightAccrued,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,IsExpressBillOfLadingAccepted,Accepts express bill of lading,Enum,0-No | 1-Yes,No,No,Yes,Yes,ExpressBillOfLading,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,IsTransactionPostedAsShipment,Post as shipment,Enum,0-No | 1-Yes,No,No,Yes,Yes,PostAsShipment,RetailCustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,IsOrderNumberReferenceUsed,Use order number reference,Enum,0-No | 1-Yes,No,No,Yes,Yes,useOrderNumberReference,RetailCustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,SalesReturnTaxGroup,Sales tax group for returns,String (10),,No,No,Yes,Yes,ReturnTaxGroup_W,RetailCustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,ReceiptEmail,Receipt email,String (80),,No,No,Yes,Yes,receiptEmail,RetailCustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,ReceiptOption,Receipt option,Enum,0-Standard receipt | 1-Email | 2-Both,No,No,Yes,Yes,receiptOption,RetailCustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,IsWithholdingTaxCalculated,Calculate withholding tax,Enum,0-No | 1-Yes,No,No,Yes,Yes,TaxWithholdCalculate_TH,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,WithholdingTaxGroupCode,Withholding tax group,String (10),,No,No,Yes,Yes,TaxWithholdGroup_TH,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,FrenchSiret,French Siret,String (14),,No,No,Yes,Yes,CompanyIdSiret,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,NAFCode,NAF code,String (5),,No,No,Yes,Yes,CompanyIdNAF,CompanyNAFCode
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,CompanyType,Company type,Enum,0-Blank | 1-01: Legal Entity | 2-02: legal person | 3-03: foreign company,No,No,Yes,Yes,CompanyType_MX,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,CURPNumber,CURP number,String (18),,No,No,Yes,Yes,Curp_MX,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,RFCNumber,RFC number,String (13),,No,No,Yes,Yes,Rfc_MX,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,StateInscription,State inscription,String (30),,No,No,Yes,Yes,StateInscription_MX,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,TaxRegistrationId,Tax registration ID,String (40),,No,No,Yes,Yes,ForeignTaxRegistration_MX,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,ConsolidationDay,Consolidation day,Integer,,No,No,Yes,Yes,ConsDay_JP,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,NationalRegistryNumber,National Registry number,String (10),,No,No,Yes,Yes,OrgId,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,ReliefGroupId,Name,String (10),,No,No,Yes,Yes,ReliefGroupId,TaxGSTReliefGroupHeading_MY
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,DefaultDimension,Dimension,Int64,,No,Yes,Yes,Yes,DefaultDimension,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,DefaultDimensionDisplayValue,Default dimension display value,String (500),,No,No,Yes,Yes,DisplayValue,DefaultDimensionDAVS
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,CalculateWithholdingTax,Calculate withholding tax,Enum,0-No | 1-Yes,No,No,Yes,Yes,TaxWithholdCalculate_IN,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,ForeignCustomer,Foreign customer,Enum,0-No | 1-Yes,No,No,Yes,Yes,IsForeign,TaxInformationCustTable_IN
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,TCSGroup,TCS group,String (10),,No,No,Yes,Yes,TCSGroup,TaxInformationCustTable_IN
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,TDSGroup,TDS group,String (10),,No,No,Yes,Yes,TDSGroup,TaxInformationCustTable_IN
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PreferentialCustomer,Preferential customer,Enum,0-No | 1-Yes,No,No,Yes,Yes,IsPreferential,TaxInformationCustTable_IN
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,NatureOfAssessee,Nature of assessee,Enum,0-Company | 1-HUF | 2-Firm | 3-Individual | 4-AOP | 5-BOI | 6-Local authority | 7-Others,No,No,Yes,Yes,NatureOfAssessee,TaxInformationCustTable_IN
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PANNumber,Number,String (10),,No,No,Yes,Yes,PANNumber,TaxInformationCustTable_IN
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PANReferenceNumber,Reference number,String (10),,No,No,Yes,Yes,PANReferenceNumber,TaxInformationCustTable_IN
